image id,true label,confidence,prediction
9173,4,1.0,"[6.6124447e-24, 2.7991184e-30, 1.3974724e-19, 1.2325878e-19, 1.0, 1.331719e-26, 4.9251385e-23, 2.2344218e-21, 2.9311426e-25, 3.5460806e-29]"
4390,5,1.0,"[4.702661e-33, 2.1530209e-31, 6.82301e-20, 8.1295404e-23, 1.6304315e-32, 1.0, 2.6819155e-28, 1.4001778e-19, 5.712285e-29, 1.2829273e-32]"
1519,6,1.0,"[3.7406988e-20, 3.1833862e-19, 5.878038e-11, 2.1151516e-15, 3.7466795e-14, 8.750556e-22, 1.0, 3.9340567e-22, 1.1216969e-20, 5.1282765e-22]"
5304,7,0.99999964,"[2.0243054e-15, 1.1340037e-16, 4.8769573e-12, 1.0726936e-19, 3.625179e-07, 3.1057557e-14, 1.6385561e-16, 0.99999964, 1.7882863e-20, 1.770748e-17]"
8101,8,0.9999671,"[7.5525026e-07, 4.659203e-08, 1.2350295e-12, 6.701471e-13, 2.0055584e-11, 1.3973913e-16, 5.5322505e-13, 5.5856784e-13, 0.9999671, 3.2049225e-05]"
7642,9,1.0,"[6.3279862e-15, 3.1734465e-10, 6.3332952e-24, 3.782689e-18, 2.7179818e-22, 5.3958056e-25, 3.5208168e-24, 4.7799252e-18, 3.9208923e-12, 1.0]"
9872,0,0.96784705,"[0.96784705, 0.00019515966, 2.420867e-06, 5.8838427e-08, 2.4319013e-07, 7.7567716e-11, 2.91742e-06, 6.291704e-09, 0.031506535, 0.00044565412]"
8282,1,1.0,"[1.8723427e-21, 1.0, 5.267541e-38, 3.035545e-35, 0.0, 1e-45, 4.732922e-37, 2.525918e-39, 4.322954e-24, 1.1016021e-11]"
5753,2,1.0,"[6.8664505e-11, 2.332696e-19, 1.0, 5.601089e-12, 7.007226e-14, 1.2985159e-13, 7.046342e-12, 3.1476977e-15, 2.364209e-14, 4.356141e-18]"
8258,3,0.75947124,"[0.0008798932, 2.2575512e-06, 0.23338729, 0.75947124, 1.5224887e-06, 0.0033449575, 0.002687837, 5.619518e-06, 0.00017806116, 4.1260082e-05]"
7259,4,0.9988788,"[5.4148196e-12, 2.3408515e-12, 0.00094256934, 2.6835247e-07, 0.9988788, 2.2947636e-06, 0.00017604248, 5.9455992e-08, 2.4756252e-13, 1.7214849e-12]"
8745,5,0.9999814,"[1.3494422e-10, 3.1776676e-15, 9.804887e-08, 1.8455452e-05, 1.6644128e-15, 0.9999814, 6.856765e-16, 3.797081e-08, 1.6783192e-14, 1.08879606e-14]"
5121,6,1.0,"[2.0394192e-31, 2.4083585e-28, 1.072456e-20, 1.7807607e-17, 2.1414552e-16, 1.6551775e-26, 1.0, 2.694666e-33, 1.6673742e-29, 4.854451e-28]"
6089,7,0.9998753,"[4.180874e-15, 5.9829562e-15, 2.0769077e-11, 2.8722456e-13, 0.00012447232, 2.421205e-07, 1.8017653e-12, 0.9998753, 2.4077515e-16, 2.163431e-15]"
5095,8,1.0,"[1.1168709e-11, 2.247359e-18, 3.6716455e-23, 3.9001284e-19, 3.0814077e-20, 5.729063e-30, 3.4807902e-26, 1.0932719e-25, 1.0, 1.9615511e-17]"
9283,9,1.0,"[1.6865803e-19, 1.8397839e-18, 6.908417e-35, 2.9083932e-29, 6.100253e-38, 1.1171102e-36, 1.6265235e-33, 2.3830962e-30, 8.049737e-16, 1.0]"
8293,0,0.99999964,"[0.99999964, 9.759413e-15, 2.68559e-13, 2.3246545e-09, 3.9129478e-07, 3.833007e-13, 3.373884e-14, 2.0847135e-09, 1.5211422e-12, 1.1177769e-10]"
490,1,1.0,"[2.8212062e-19, 1.0, 3.6580078e-34, 3.3998157e-36, 7e-45, 3.59587e-40, 2.789844e-30, 8.1418e-41, 4.6869606e-23, 1.7126684e-13]"
8014,2,0.9769588,"[4.5923386e-07, 1.163902e-11, 0.9769588, 5.981579e-06, 0.0009563295, 1.2518725e-08, 0.022078488, 9.113457e-11, 1.1040773e-10, 5.4510767e-11]"
646,3,0.97732043,"[3.0355733e-07, 7.393177e-08, 2.7157277e-05, 0.97732043, 0.02120572, 0.00070257287, 0.0007414346, 4.271726e-07, 1.0852556e-06, 8.9848567e-07]"
7081,4,0.7632945,"[0.00011910335, 4.33184e-06, 0.006005686, 0.22387965, 0.7632945, 0.00066136295, 0.0007027893, 0.0050482447, 0.0001763626, 0.000108002794]"
3451,5,0.9999765,"[1.3158037e-15, 6.854505e-17, 2.3474493e-05, 5.192696e-10, 4.1179046e-21, 0.9999765, 6.8889366e-13, 1.9473435e-13, 5.76813e-14, 1.477264e-18]"
2072,6,1.0,"[3.9080046e-09, 8.410172e-12, 2.7595701e-09, 5.149892e-10, 1.4688958e-13, 2.8477475e-14, 1.0, 2.321073e-15, 7.2051076e-12, 2.914584e-11]"
8050,7,0.97751814,"[2.611969e-05, 5.7865698e-08, 0.001310173, 6.986539e-05, 0.020951957, 0.00012289445, 1.6452834e-07, 0.97751814, 3.9397747e-07, 3.514198e-07]"
310,8,0.9999999,"[1.268593e-09, 1.0123012e-07, 2.266264e-18, 1.09421746e-20, 1.9328572e-17, 1.2774837e-22, 2.0210011e-17, 3.1934414e-21, 0.9999999, 1.8700232e-09]"
5902,9,1.0,"[2.4365282e-10, 1.3339374e-12, 9.044654e-25, 5.4520973e-20, 7.4484846e-23, 9.153979e-28, 1.0293721e-24, 1.2152837e-21, 1.4261556e-11, 1.0]"
7880,0,1.0,"[1.0, 2.051269e-14, 2.2187093e-13, 3.2436692e-21, 9.0290015e-18, 1.0605742e-24, 1.7857432e-21, 9.400376e-22, 3.6005483e-11, 9.91578e-17]"
2390,1,0.9643383,"[0.019496337, 0.9643383, 0.007241423, 0.0025008628, 0.003937675, 0.00020472203, 7.611592e-06, 0.000624422, 0.00035669506, 0.0012919694]"
1539,2,0.99999917,"[6.9408947e-07, 1.1017688e-12, 0.99999917, 6.823177e-08, 4.4635236e-11, 1.7446504e-11, 8.6799873e-10, 1.9892796e-10, 1.0169154e-08, 6.2461377e-12]"
7045,3,0.99955374,"[4.6296504e-09, 2.561241e-07, 4.47267e-08, 0.99955374, 4.2885862e-08, 2.8771938e-05, 0.0004154283, 1.5419973e-08, 3.208395e-07, 1.4571671e-06]"
8375,4,0.9939167,"[1.0573947e-20, 1.0198701e-20, 1.5515458e-13, 0.0060833725, 0.9939167, 6.0207e-12, 9.185857e-10, 2.27971e-16, 5.821981e-22, 1.5793046e-20]"
181,5,1.0,"[3.6509e-18, 7.89054e-18, 1.7566865e-14, 6.3653686e-11, 5.76319e-12, 1.0, 5.586836e-15, 5.5915867e-09, 1.2371632e-17, 1.3502009e-14]"
1634,6,1.0,"[7.232219e-23, 4.74057e-20, 8.178655e-16, 1.1720191e-18, 1.662754e-17, 3.5485576e-21, 1.0, 1.8360974e-24, 1.02453444e-23, 6.757087e-21]"
8091,7,1.0,"[8.4986955e-13, 5.48549e-15, 6.488138e-16, 4.3318383e-15, 6.006307e-12, 2.231458e-13, 4.6089878e-21, 1.0, 5.213522e-17, 3.289637e-14]"
8878,8,0.9999893,"[7.447094e-07, 6.2099464e-10, 8.545365e-10, 1.5188065e-09, 5.826991e-07, 3.595522e-10, 1.7970847e-10, 1.0547232e-08, 0.9999893, 9.456584e-06]"
1221,9,0.9999989,"[3.1051702e-12, 4.6077756e-11, 1.5495132e-16, 4.3959862e-09, 2.1726701e-17, 3.0331117e-12, 4.937661e-16, 1.1679033e-10, 1.0253221e-06, 0.9999989]"
8960,0,0.83731765,"[0.83731765, 5.746778e-06, 0.15535462, 0.00033628114, 0.0056989496, 2.0996767e-06, 2.4728573e-05, 1.4910506e-06, 0.0012581287, 4.2394754e-07]"
3407,1,1.0,"[1.1330672e-21, 1.0, 1.3579067e-34, 1.8262378e-35, 4.4573e-41, 2.8898e-41, 2.1917656e-35, 1.24318454e-26, 1.14289845e-23, 9.440471e-09]"
4899,2,0.99533576,"[0.0046480624, 1.7052126e-10, 0.99533576, 8.110948e-13, 1.6162881e-05, 4.3470956e-13, 8.8788016e-10, 4.2012743e-12, 8.4328185e-08, 1.6382777e-13]"
1219,3,0.97614324,"[1.09794725e-11, 1.354412e-10, 7.125753e-06, 0.97614324, 3.7552726e-12, 0.023849607, 9.7196704e-08, 1.10069245e-10, 4.9692212e-11, 2.3834571e-12]"
1133,4,1.0,"[5.170258e-09, 2.33825e-16, 1.916946e-09, 2.8511759e-11, 1.0, 1.6124949e-16, 3.0809807e-15, 9.567768e-15, 2.3855791e-15, 5.480859e-18]"
6214,5,0.9999999,"[4.8926963e-19, 1.00522e-16, 2.729491e-13, 3.3919208e-13, 2.4942524e-13, 0.9999999, 2.7624458e-16, 1.3324126e-07, 1.8181286e-17, 3.2549658e-18]"
5519,6,1.0,"[2.7725276e-24, 1.5655574e-23, 2.9337223e-13, 1.5203209e-17, 9.123239e-19, 9.995217e-19, 1.0, 1.0262042e-24, 1.17774835e-23, 1.4799227e-24]"
9149,7,0.98922616,"[0.000281886, 7.846509e-07, 8.449186e-09, 0.00071907416, 3.3833057e-06, 5.316151e-07, 1.09535235e-10, 0.98922616, 2.6438982e-09, 0.009768205]"
8516,8,0.9598198,"[8.408178e-06, 2.261217e-07, 0.0028027045, 1.1276197e-05, 0.00018234807, 6.222138e-06, 0.03712152, 3.823904e-05, 0.9598198, 9.220337e-06]"
7382,9,0.9999261,"[7.384884e-05, 5.1338592e-14, 8.174661e-21, 4.8713073e-20, 1.530201e-21, 6.8715634e-26, 4.341759e-22, 4.0039305e-18, 3.0150452e-12, 0.9999261]"
3971,0,0.9999547,"[0.9999547, 1.1089956e-12, 8.223659e-13, 2.5499791e-15, 5.1313506e-11, 9.11552e-19, 1.0265136e-17, 1.623997e-15, 4.5270244e-05, 2.8224973e-09]"
9179,1,1.0,"[8.392e-42, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3291045e-34, 4.5534313e-29]"
9077,2,0.9999443,"[4.799615e-07, 8.327798e-13, 0.9999443, 1.2203114e-07, 1.6922493e-06, 5.2442803e-12, 5.3393916e-05, 1.1215065e-12, 7.082866e-09, 8.655832e-11]"
5934,3,0.95024115,"[0.0492531, 3.6795782e-08, 9.066747e-08, 0.95024115, 4.6244935e-07, 1.8308461e-06, 2.9757976e-12, 0.00047981448, 1.5077569e-07, 2.3430584e-05]"
7773,4,0.9999999,"[1.6537084e-09, 1.2861078e-07, 2.483813e-09, 1.6763386e-13, 0.9999999, 2.3612553e-12, 4.355959e-10, 8.676224e-09, 6.4432105e-12, 1.6826665e-08]"
5810,5,1.0,"[9.348283e-20, 5.8802124e-19, 3.261573e-14, 1.6740066e-09, 1.8434303e-14, 1.0, 1.4604822e-12, 3.859545e-12, 2.8588367e-23, 1.053932e-16]"
4579,6,0.99999976,"[2.0906252e-18, 1.5253687e-17, 3.7791992e-10, 2.6029193e-07, 4.623425e-14, 2.376616e-13, 0.99999976, 1.3419911e-16, 9.401227e-16, 3.0284837e-16]"
4694,7,0.98796135,"[9.467685e-08, 2.5039468e-10, 4.1577905e-06, 9.94875e-08, 0.011999346, 3.4938574e-05, 1.437738e-08, 0.98796135, 2.6003763e-11, 8.541447e-10]"
6914,8,0.4748974,"[0.0031704134, 5.158136e-06, 0.12246501, 0.15515801, 0.18811686, 0.0009693547, 0.055081367, 8.133296e-06, 0.4748974, 0.00012824823]"
8946,9,0.99998736,"[3.3549045e-11, 1.259135e-05, 1.2871874e-22, 9.283818e-10, 6.7796413e-22, 1.6210407e-24, 5.294034e-27, 2.4818184e-15, 3.7502285e-10, 0.99998736]"
6118,0,0.79081464,"[0.79081464, 4.4859956e-09, 0.2090237, 1.9447661e-08, 4.3503337e-06, 1.3920921e-09, 2.2304041e-08, 5.7956256e-10, 0.00015731815, 9.0979785e-10]"
1882,1,0.9999994,"[3.052978e-10, 0.9999994, 2.039046e-22, 1.827798e-20, 2.6977668e-28, 5.2700993e-27, 4.1488981e-16, 9.4873466e-27, 5.6692863e-07, 1.9803069e-11]"
3506,2,0.5950833,"[1.7066061e-07, 2.1581126e-08, 0.5950833, 0.38008916, 2.0920106e-05, 3.335858e-07, 0.002632302, 0.00019006338, 1.2733139e-05, 0.021970982]"
7212,3,0.72313,"[0.0001283571, 4.7136414e-06, 0.15194397, 0.72313, 8.216723e-06, 1.13727365e-05, 0.014974852, 3.820114e-06, 0.109411605, 0.0003830983]"
6507,4,0.9397717,"[0.0014428297, 6.822009e-07, 0.0015541244, 0.048403583, 0.9397717, 0.007966445, 6.0134735e-06, 0.00084465224, 9.499787e-06, 4.6659983e-07]"
4849,5,0.6201448,"[6.628561e-08, 5.5768974e-06, 1.2413282e-07, 0.0067484905, 2.1064798e-07, 0.6201448, 0.37308517, 7.819363e-06, 1.2192352e-06, 6.4779074e-06]"
1309,6,1.0,"[7.013439e-19, 1.4095878e-20, 8.132755e-11, 9.991984e-14, 2.3721773e-14, 8.6065194e-21, 1.0, 6.3415756e-20, 9.473628e-23, 4.4311713e-20]"
1647,7,1.0,"[6.6731784e-26, 6.9375516e-26, 2.3471428e-23, 2.2506905e-23, 7.621023e-11, 3.112899e-09, 9.022546e-29, 1.0, 7.008692e-30, 3.425438e-27]"
234,8,1.0,"[4.8966613e-09, 1.9577671e-11, 7.203983e-19, 3.7092866e-17, 3.8020126e-20, 2.8345893e-22, 2.461207e-19, 3.367525e-19, 1.0, 5.6145666e-08]"
1689,9,0.9999634,"[1.4535335e-09, 7.6492757e-10, 1.8109465e-17, 3.9432308e-13, 9.607708e-18, 6.3224985e-14, 3.3538638e-19, 3.658992e-05, 1.0583156e-11, 0.9999634]"
8415,0,0.99979526,"[0.99979526, 4.688629e-08, 1.3978256e-12, 2.4905403e-15, 8.153378e-14, 2.9263705e-21, 4.6507545e-17, 2.365509e-16, 0.00020473303, 4.0596678e-08]"
7570,1,1.0,"[7.2793665e-20, 1.0, 3.7505134e-28, 7.239018e-28, 5.0105917e-36, 5.2501615e-33, 1.0888966e-34, 2.3198957e-30, 1.7603638e-24, 4.1248824e-16]"
3428,2,0.999985,"[7.836112e-15, 1.3484009e-16, 0.999985, 2.548765e-06, 3.5578986e-13, 4.1909587e-09, 1.2454207e-05, 8.152794e-14, 9.1920964e-11, 5.2626627e-15]"
8803,3,0.90746045,"[2.4923428e-11, 1.1289109e-12, 1.9964743e-06, 0.90746045, 0.00030936755, 0.033501208, 1.0225526e-08, 0.058726963, 3.3584335e-12, 2.2432806e-11]"
8823,4,0.99999905,"[2.2816376e-14, 7.168981e-23, 2.6677318e-08, 3.7533218e-17, 0.99999905, 1.07971346e-07, 2.0950492e-23, 8.247768e-07, 1.6557548e-21, 5.261325e-25]"
551,5,0.98128617,"[2.0930083e-08, 1.6613304e-12, 0.000524085, 0.018181741, 2.49752e-10, 0.98128617, 4.616772e-13, 7.989748e-06, 1.709967e-10, 1.5540218e-12]"
2203,6,0.9999881,"[4.854903e-09, 2.3559021e-11, 1.4669237e-06, 1.0338627e-05, 2.1406448e-13, 3.4887972e-15, 0.9999881, 1.351165e-16, 8.308652e-08, 5.5918558e-11]"
3802,7,1.0,"[5.9612043e-19, 7.8082285e-18, 7.1724325e-16, 1.0299777e-15, 3.7649436e-08, 9.538105e-15, 1.9522409e-26, 1.0, 4.9405475e-24, 2.238097e-15]"
9719,8,1.0,"[6.724631e-15, 1.7819207e-19, 4.8736145e-22, 2.6413075e-25, 5.6404237e-27, 9.114595e-30, 6.4721954e-23, 2.4559692e-30, 1.0, 1.674876e-23]"
6891,9,1.0,"[2.2919887e-19, 1.8413388e-22, 2.9270227e-38, 4.4547933e-37, 6.6e-43, 5.705e-41, 1.314906e-39, 3.3821855e-28, 8.220953e-29, 1.0]"
5293,0,0.49931684,"[0.49931684, 3.8647795e-06, 0.009038916, 0.0006616094, 0.0021805766, 1.4668199e-09, 1.3548587e-06, 5.097545e-06, 0.4887718, 1.9944699e-05]"
3663,1,1.0,"[7.299824e-15, 1.0, 4.7383824e-35, 1.9098321e-36, 1.494e-42, 0.0, 4.615249e-37, 1.873779e-36, 2.8612307e-20, 1.3017241e-10]"
7108,2,0.9999329,"[1.2906026e-08, 6.7561457e-13, 0.9999329, 2.4391231e-09, 2.5520455e-07, 2.701254e-07, 1.2517224e-09, 6.6639106e-05, 2.4344486e-08, 3.818371e-12]"
2923,3,0.8811924,"[3.765724e-11, 6.736684e-13, 0.0007442698, 0.8811924, 3.5504716e-05, 0.043825693, 2.3764669e-11, 0.0742021, 7.25235e-12, 1.4131608e-13]"
9377,4,0.9916883,"[3.905773e-11, 1.606172e-16, 7.2638365e-08, 7.5282145e-15, 0.9916883, 1.1993706e-08, 4.278908e-14, 0.0083116265, 9.634481e-19, 5.264228e-15]"
6554,5,0.97549397,"[5.190477e-18, 3.621851e-18, 3.4186824e-11, 0.02432112, 2.8497396e-07, 0.97549397, 1.3855893e-15, 0.00018461638, 1.530615e-16, 1.7764165e-18]"
4722,6,0.9995016,"[4.4237227e-15, 2.1873595e-11, 1.1811055e-09, 0.0004984019, 1.3621966e-11, 7.779605e-11, 0.9995016, 1.01180635e-11, 1.6618978e-12, 1.6954169e-11]"
4019,7,0.88921356,"[6.991795e-18, 2.0912607e-18, 5.522849e-14, 1.2986545e-14, 0.11075241, 3.398989e-05, 1.0139721e-17, 0.88921356, 4.248214e-20, 1.6961739e-17]"
709,8,1.0,"[2.4740327e-15, 2.1379491e-20, 1.5401427e-19, 5.1576197e-17, 1.5466823e-21, 4.916389e-24, 4.9436713e-19, 1.140359e-24, 1.0, 5.014093e-20]"
1417,9,0.9999987,"[6.7070964e-08, 1.8414198e-08, 3.214357e-16, 8.6862885e-11, 4.3748054e-17, 8.504147e-17, 2.7053795e-14, 1.2270892e-13, 1.1807564e-06, 0.9999987]"
8895,0,0.99999464,"[0.99999464, 1.2195615e-17, 5.413126e-06, 1.8904312e-15, 9.1159414e-14, 4.051237e-17, 2.8474225e-14, 3.2795424e-16, 9.503773e-14, 6.844498e-15]"
5285,1,1.0,"[6.399506e-14, 1.0, 3.005614e-17, 5.2519442e-18, 3.7632057e-23, 9.563433e-21, 1.3511832e-13, 3.497983e-21, 9.264154e-11, 2.1162323e-08]"
1374,2,0.9997507,"[5.0997045e-05, 4.063297e-16, 0.9997507, 6.2686157e-13, 0.0001983556, 6.898362e-16, 6.920852e-10, 8.2973346e-16, 2.976419e-09, 8.9900537e-17]"
7644,3,0.8106405,"[9.2312914e-11, 2.2849465e-09, 0.00013526938, 0.8106405, 4.5881574e-09, 0.18527745, 3.6505892e-07, 0.0039463197, 4.101257e-10, 1.7554758e-08]"
8190,4,0.9999918,"[2.8475085e-13, 9.7971266e-14, 4.149597e-11, 3.1512933e-08, 0.9999918, 8.11277e-06, 4.457274e-10, 1.6996881e-07, 1.8602798e-15, 2.837132e-13]"
200,5,0.99999917,"[1.7200548e-18, 1.3271438e-18, 7.071125e-11, 7.863204e-07, 3.886999e-17, 0.99999917, 8.4049645e-13, 1.8766945e-15, 1.6516294e-21, 1.6327252e-19]"
5841,6,0.99955255,"[4.881647e-07, 1.5732605e-08, 4.8026627e-06, 3.673833e-08, 0.0004413045, 3.4697591e-09, 0.99955255, 6.6696083e-07, 2.850356e-08, 4.849291e-09]"
7442,7,1.0,"[4.3781843e-13, 3.6242964e-12, 3.333702e-13, 4.6153144e-09, 2.9337663e-10, 5.9560517e-09, 6.490981e-17, 1.0, 7.0369763e-17, 3.0367014e-10]"
3072,8,0.97409904,"[0.0005135173, 0.02534969, 3.5385528e-07, 1.8421063e-07, 2.0841715e-07, 4.732534e-09, 3.6979007e-05, 5.0755965e-11, 0.97409904, 3.9267043e-08]"
3982,9,1.0,"[1.2572705e-37, 4.160809e-36, 0.0, 0.0, 0.0, 0.0, 0.0, 4e-45, 1.0789013e-37, 1.0]"
3321,0,0.7316037,"[0.7316037, 0.000112066875, 0.115236625, 0.0027725673, 1.4027636e-08, 7.060024e-06, 0.00028760041, 1.6425355e-08, 0.14997803, 2.31653e-06]"
4245,1,0.99996996,"[6.8940256e-11, 0.99996996, 6.6461024e-14, 5.087549e-17, 1.0011565e-16, 1.7866746e-17, 1.2642676e-09, 1.5551823e-17, 2.9869407e-05, 8.6627736e-08]"
7624,2,0.97312886,"[4.73506e-08, 6.853095e-14, 0.97312886, 1.1669116e-06, 0.026868254, 1.4274491e-10, 1.7390298e-06, 1.3490234e-12, 3.3588546e-10, 4.9328824e-13]"
1877,3,0.98235095,"[5.5852785e-09, 6.9627704e-10, 5.0303865e-06, 0.98235095, 0.017643556, 5.7852525e-08, 8.4560564e-10, 6.4024636e-10, 4.611379e-07, 3.443585e-12]"
3222,4,0.99977463,"[2.4506557e-20, 2.4838455e-24, 4.8469984e-18, 7.953648e-23, 0.99977463, 4.753285e-18, 1.013552e-24, 0.00022542346, 1.4518771e-27, 1.5625302e-25]"
1252,5,0.8777303,"[9.188875e-08, 2.923467e-11, 4.1956483e-07, 0.121849224, 4.7232297e-06, 0.8777303, 8.237396e-10, 0.00041505427, 2.0934684e-07, 2.06974e-09]"
8748,6,0.96574867,"[2.423744e-13, 1.1516592e-16, 0.034250554, 1.1968977e-07, 7.307636e-07, 2.1115717e-14, 0.96574867, 1.148672e-15, 9.533557e-14, 1.135995e-16]"
9091,7,1.0,"[9.347557e-30, 1.534705e-28, 6.596649e-31, 5.2159115e-31, 1.0640133e-19, 2.098767e-19, 9.429749e-38, 1.0, 5.63604e-33, 4.524818e-25]"
6484,8,1.0,"[1.1853678e-12, 2.5955717e-17, 1.5335659e-14, 8.579175e-15, 3.3587597e-13, 1.0179101e-19, 1.6860859e-18, 5.2715e-16, 1.0, 8.558251e-16]"
2810,9,0.9906053,"[0.0027965081, 0.002371212, 4.5919323e-13, 5.7688176e-10, 1.7188093e-08, 1.1617806e-08, 1.7915527e-11, 0.004227017, 6.0524075e-10, 0.9906053]"
3955,0,1.0,"[1.0, 5.983076e-11, 4.2356516e-14, 1.5740431e-15, 2.1493226e-21, 1.4315008e-21, 9.461725e-20, 5.2586347e-20, 7.1764153e-12, 9.0052986e-11]"
1396,1,0.9998386,"[2.6170594e-13, 0.9998386, 9.898511e-22, 6.5163254e-18, 1.1498705e-26, 3.5841084e-25, 1.774242e-25, 1.3422935e-21, 1.3800565e-09, 0.00016136722]"
6519,2,1.0,"[8.346302e-15, 2.5263322e-24, 1.0, 7.613119e-15, 1.0590909e-08, 2.0104268e-19, 1.06871595e-11, 2.7206075e-21, 1.3935696e-20, 2.045643e-25]"
5268,3,0.84224814,"[0.011217425, 0.00010799683, 0.011927752, 0.84224814, 0.11118593, 0.007090705, 0.009895764, 0.000988199, 0.00026585962, 0.0050721765]"
2925,4,0.99864453,"[1.5602986e-08, 5.280672e-10, 6.42088e-09, 1.084777e-08, 0.99864453, 8.7408325e-06, 5.276365e-09, 0.0013468193, 4.2273465e-10, 1.9049113e-08]"
4988,5,0.99495715,"[2.82726e-10, 8.294004e-11, 0.0011345306, 0.0031240461, 2.5471564e-07, 0.99495715, 0.0007836421, 3.0609573e-07, 8.040952e-12, 3.637492e-12]"
3880,6,0.99956363,"[2.7412378e-08, 9.8545495e-12, 0.0004350187, 5.857287e-07, 7.3383296e-07, 1.6068025e-10, 0.99956363, 9.528939e-12, 1.2946529e-10, 2.5538013e-10]"
4635,7,0.9998354,"[5.561375e-17, 1.4772014e-19, 9.013007e-15, 2.4586325e-13, 3.52199e-09, 0.00016460431, 2.4005728e-18, 0.9998354, 9.502448e-20, 7.29778e-17]"
1331,8,0.9999683,"[2.0664696e-05, 1.0862644e-05, 1.5084365e-07, 4.014796e-08, 1.7177612e-08, 2.448297e-10, 4.832355e-10, 1.1668528e-09, 0.9999683, 4.6895387e-08]"
487,9,1.0,"[8.886526e-22, 1.5425265e-12, 1.4452554e-30, 8.731274e-24, 2.9395133e-36, 6.856336e-33, 1.7125872e-31, 4.815753e-21, 1.7563686e-21, 1.0]"
8941,0,0.5989864,"[0.5989864, 0.0034394416, 3.33589e-05, 0.15060255, 0.0012787853, 0.00096413604, 0.00042999783, 0.03670849, 0.00031784904, 0.20723903]"
1134,1,0.6996678,"[7.41957e-08, 0.6996678, 6.200325e-15, 3.352463e-15, 4.658901e-19, 4.9196164e-19, 1.7582602e-15, 7.6958236e-22, 0.3003305, 1.5945373e-06]"
2199,2,0.91637874,"[0.0089655025, 4.4741023e-06, 0.91637874, 0.0011785475, 0.0021183912, 0.00031107484, 0.070998654, 6.196854e-06, 3.828748e-05, 1.4822146e-07]"
3067,3,0.9828005,"[8.663223e-14, 3.5891937e-15, 0.00013051403, 0.9828005, 0.017067788, 6.353738e-07, 5.6193323e-07, 2.9798226e-11, 3.562621e-15, 2.050139e-14]"
2545,4,0.99983513,"[5.0735166e-11, 6.296314e-16, 1.335662e-09, 1.4682955e-09, 0.99983513, 2.232864e-05, 7.338179e-15, 0.00014256673, 3.4851882e-13, 1.7729069e-13]"
6165,5,0.7898059,"[2.4492e-05, 0.00031148377, 0.009841937, 0.0009146879, 0.0053664194, 0.7898059, 0.03874944, 0.04982678, 0.00080536795, 0.104353495]"
590,6,0.9999745,"[1.676764e-08, 6.5740245e-08, 3.869088e-06, 4.7886974e-06, 6.28722e-08, 1.6700289e-05, 0.9999745, 4.570165e-08, 8.2113266e-10, 4.8276085e-08]"
2824,7,1.0,"[8.136272e-31, 3.5226526e-34, 2.9548054e-27, 9.181847e-29, 3.7442275e-11, 1.4171812e-17, 1.293434e-39, 1.0, 1.6886186e-37, 5.044235e-34]"
8158,8,1.0,"[5.1486663e-13, 2.7004109e-12, 2.9229784e-19, 1.0784567e-15, 2.4191874e-20, 7.850482e-20, 1.7979265e-18, 9.572536e-18, 1.0, 7.665819e-12]"
9332,9,1.0,"[1.4833535e-24, 1.0820239e-25, 9.294722e-37, 1.7425056e-31, 3.0939e-41, 4.83e-43, 1.5323052e-37, 3.9939294e-33, 1.690977e-23, 1.0]"
3050,0,1.0,"[1.0, 9.3905785e-17, 1.656935e-17, 1.2855918e-18, 4.752706e-11, 3.4055664e-21, 4.7205444e-18, 7.326822e-13, 3.2087503e-16, 1.4292456e-12]"
6084,1,1.0,"[1.7553199e-18, 1.0, 1.1648206e-26, 1.9031882e-25, 3.811956e-30, 6.204284e-32, 2.2832884e-19, 2.1559069e-30, 5.6065348e-14, 4.829023e-11]"
8734,2,0.9990639,"[3.6692157e-08, 3.474772e-08, 0.9990639, 0.000931129, 2.1638292e-07, 1.7839882e-08, 3.945518e-06, 1.145057e-07, 6.542585e-07, 1.3602797e-10]"
6406,3,0.6391737,"[1.5148503e-08, 1.5314257e-06, 0.018779712, 0.6391737, 0.0073742424, 5.3060066e-06, 7.8429325e-09, 0.3342641, 4.2375587e-09, 0.00040138798]"
2510,4,0.99093807,"[5.8411165e-11, 5.437472e-11, 1.0078815e-05, 1.1558883e-06, 0.99093807, 0.0025329513, 2.2264538e-07, 0.006517543, 2.3829057e-12, 2.0368405e-11]"
5251,5,0.99999917,"[5.098721e-22, 2.471177e-19, 3.492279e-18, 7.9397034e-07, 2.6014305e-15, 0.99999917, 9.205468e-16, 2.362905e-10, 1.6901776e-21, 2.06448e-17]"
1080,6,0.9991304,"[4.3371476e-10, 5.4568403e-07, 0.00086904643, 6.048589e-12, 8.46012e-13, 2.2588673e-14, 0.9991304, 1.2978105e-12, 1.5140009e-09, 6.6098833e-09]"
4432,7,1.0,"[2.1576272e-14, 7.060435e-21, 1.9236678e-08, 1.085154e-08, 7.668386e-10, 3.5572398e-09, 1.1756063e-17, 1.0, 7.916133e-19, 1.3494337e-14]"
6937,8,0.9999994,"[5.591237e-07, 5.220206e-09, 2.5001683e-12, 8.5344606e-13, 1.2019969e-11, 3.556167e-16, 2.388385e-13, 2.2874164e-14, 0.9999994, 1.5437532e-08]"
